instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt_binary
369,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,0
370,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,0
371,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,0
372,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0
373,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,0
374,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,0
375,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0
376,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0
377,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,0
378,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0
379,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0
380,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,0
381,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,0
382,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,0
383,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,0
384,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,0
385,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,0
386,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,0
387,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,0
388,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,0
389,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,0
390,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,0
391,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,0
392,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,0
393,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,0
394,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,0
395,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0
396,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,0
397,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0
398,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0
399,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,0
400,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,0
401,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0
402,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,0
403,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,0
404,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,0
405,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0
406,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0
407,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0
408,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,0
409,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0
410,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,0
411,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0
412,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,0
413,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0
414,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0
415,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,0
416,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1
417,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,0
418,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,0
419,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,0
420,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,0
421,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,0
422,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,0
423,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,0
424,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,0
425,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,1
426,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,1
427,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,0
428,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,0
429,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,0
430,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,0
431,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,0
432,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,0
433,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,0
434,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,0
435,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0
436,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0
437,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0
438,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0
439,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,0
440,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,1
441,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,1
442,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,0
443,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,0
444,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,0
445,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,0
446,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,0
447,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,0
448,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,0
449,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,1
450,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1
451,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,1
452,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,0
453,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,0
454,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0
455,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,0
456,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,0
457,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0
458,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0
459,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0
460,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0
461,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,0
462,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0
463,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,0
464,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,1
465,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,1
466,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,0
467,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,0
468,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,0
469,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,0
470,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,0
471,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,0
472,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0
473,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,1
474,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,0
475,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,0
476,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,0
477,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0
478,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,0
479,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0
480,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0
481,1,0,1,1,0,6,0,2,0.04,0.0,0.41,0.3881,0
482,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0
483,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,0
484,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0
485,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0
486,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0
487,1,0,1,8,0,6,0,1,0.02,0.0,0.44,0.3284,0
488,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,0
489,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,0
490,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,0
491,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,0
492,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0.0,0
493,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,0
494,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0.0,0
495,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,0
496,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0.0,0
497,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0
498,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,0
499,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,0
500,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0
501,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0.0,0
502,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,0
503,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,0
504,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,0
505,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,0
506,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,0
507,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0
508,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,0
509,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,0
510,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,0
511,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,0
512,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,0
513,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,0
514,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,0
515,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,0
516,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,0
517,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,0
518,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,0
519,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,0
520,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,0
521,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,0
522,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,0
523,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,0.194,0
524,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.194,0
525,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,0
526,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,0
527,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.194,0
528,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,0
529,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,0
530,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,0
531,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,0
532,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0.0,0
533,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0.0,1
534,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0.0,0
535,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0.0,0
536,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,0
537,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,0
538,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,0
539,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,0
540,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,0
541,1,0,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,0
542,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,1
543,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,0.194,1
544,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,0
545,1,0,1,20,0,1,1,1,0.14,0.1364,0.59,0.194,0
546,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,0
547,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,0
548,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,0
549,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,0
550,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,0
551,1,0,1,2,0,2,1,1,0.16,0.1515,0.69,0.2239,0
552,1,0,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,0
553,1,0,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,0
554,1,0,1,6,0,2,1,1,0.16,0.1818,0.74,0.1045,0
555,1,0,1,7,0,2,1,1,0.16,0.1515,0.74,0.2239,0
556,1,0,1,8,0,2,1,2,0.16,0.1818,0.74,0.1343,1
557,1,0,1,9,0,2,1,2,0.2,0.2273,0.64,0.0896,1
558,1,0,1,10,0,2,1,2,0.22,0.2424,0.6,0.1045,0
559,1,0,1,11,0,2,1,2,0.24,0.2424,0.6,0.1343,0
560,1,0,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,0
561,1,0,1,13,0,2,1,2,0.26,0.2727,0.56,0.1343,0
562,1,0,1,14,0,2,1,2,0.3,0.3333,0.45,0.0,0
563,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,0.0,0
564,1,0,1,16,0,2,1,2,0.32,0.3485,0.42,0.0,0
565,1,0,1,17,0,2,1,1,0.3,0.3333,0.45,0.0,1
566,1,0,1,18,0,2,1,2,0.3,0.3182,0.49,0.0896,1
567,1,0,1,19,0,2,1,2,0.26,0.2576,0.65,0.1642,1
568,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.194,0
569,1,0,1,21,0,2,1,1,0.24,0.2273,0.65,0.194,0
570,1,0,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,0
571,1,0,1,23,0,2,1,2,0.22,0.2273,0.64,0.1642,0
572,1,0,1,0,0,3,1,2,0.22,0.2273,0.69,0.1343,0
573,1,0,1,1,0,3,1,2,0.24,0.2424,0.65,0.1343,0
574,1,0,1,2,0,3,1,3,0.22,0.2273,0.69,0.194,0
575,1,0,1,5,0,3,1,3,0.2,0.1818,0.86,0.2836,0
576,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,0
577,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,0
578,1,0,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,0
579,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,0
580,1,0,1,10,0,3,1,3,0.22,0.2121,0.93,0.2836,0
581,1,0,1,11,0,3,1,3,0.22,0.197,0.93,0.3284,0
582,1,0,1,12,0,3,1,3,0.22,0.197,0.93,0.3284,0
583,1,0,1,13,0,3,1,3,0.22,0.197,0.93,0.3284,0
584,1,0,1,14,0,3,1,3,0.22,0.197,0.93,0.3582,0
585,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,0
586,1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,0
587,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,0
588,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,0
589,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,0
590,1,0,1,18,0,4,1,1,0.2,0.2273,0.69,0.0896,0
591,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,0
592,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,0
593,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,0
594,1,0,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,0
595,1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,0
596,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343,0
597,1,0,1,1,0,5,1,2,0.2,0.2121,0.75,0.1343,0
598,1,0,1,2,0,5,1,2,0.2,0.2121,0.75,0.1642,0
599,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,0
600,1,0,1,5,0,5,1,2,0.18,0.2121,0.8,0.1045,0
601,1,0,1,6,0,5,1,2,0.18,0.197,0.8,0.1343,0
602,1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,0
603,1,0,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,1
604,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,0
605,1,0,1,10,0,5,1,3,0.18,0.2121,0.86,0.1045,0
606,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,0
607,1,0,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045,0
608,1,0,1,13,0,5,1,3,0.18,0.2121,0.93,0.1045,0
609,1,0,1,14,0,5,1,3,0.22,0.2727,0.8,0.0,0
610,1,0,1,15,0,5,1,2,0.2,0.2576,0.86,0.0,0
611,1,0,1,16,0,5,1,1,0.22,0.2727,0.8,0.0,0
612,1,0,1,17,0,5,1,1,0.24,0.2424,0.75,0.1343,1
613,1,0,1,18,0,5,1,1,0.24,0.2273,0.75,0.194,0
614,1,0,1,19,0,5,1,2,0.24,0.2424,0.75,0.1343,0
615,1,0,1,20,0,5,1,2,0.24,0.2273,0.7,0.194,0
616,1,0,1,21,0,5,1,2,0.22,0.2273,0.75,0.1343,0
617,1,0,1,22,0,5,1,1,0.24,0.2121,0.65,0.3582,0
618,1,0,1,23,0,5,1,1,0.24,0.2273,0.6,0.2239,0
619,1,0,1,0,0,6,0,1,0.22,0.197,0.64,0.3582,0
620,1,0,1,1,0,6,0,1,0.22,0.2273,0.64,0.194,0
621,1,0,1,2,0,6,0,1,0.22,0.2273,0.64,0.1642,0
622,1,0,1,3,0,6,0,1,0.2,0.2121,0.64,0.1343,0
623,1,0,1,4,0,6,0,1,0.16,0.1818,0.69,0.1045,0
624,1,0,1,6,0,6,0,1,0.16,0.1818,0.64,0.1343,0
625,1,0,1,7,0,6,0,1,0.16,0.1818,0.59,0.1045,0
626,1,0,1,8,0,6,0,1,0.18,0.197,0.55,0.1642,0
627,1,0,1,9,0,6,0,1,0.18,0.2121,0.59,0.0896,0
628,1,0,1,10,0,6,0,2,0.18,0.2121,0.64,0.1045,0
629,1,0,1,11,0,6,0,2,0.18,0.197,0.64,0.1343,0
630,1,0,1,12,0,6,0,2,0.2,0.197,0.59,0.194,0
631,1,0,1,13,0,6,0,2,0.22,0.2273,0.55,0.1642,0
632,1,0,1,14,0,6,0,2,0.22,0.2273,0.6,0.1343,0
633,1,0,1,15,0,6,0,1,0.22,0.2121,0.69,0.2537,0
634,1,0,1,16,0,6,0,1,0.24,0.2424,0.6,0.1642,0
635,1,0,1,17,0,6,0,1,0.24,0.2879,0.6,0.0,0
636,1,0,1,18,0,6,0,1,0.22,0.2273,0.69,0.1343,0
637,1,0,1,19,0,6,0,2,0.22,0.2121,0.69,0.2537,0
638,1,0,1,20,0,6,0,1,0.18,0.2121,0.74,0.0896,0
639,1,0,1,21,0,6,0,1,0.18,0.2121,0.74,0.0896,0
640,1,0,1,22,0,6,0,1,0.16,0.197,0.8,0.0896,0
641,1,0,1,23,0,6,0,1,0.16,0.197,0.8,0.0896,0
642,1,0,1,0,0,0,0,1,0.16,0.1818,0.8,0.1045,0
643,1,0,1,1,0,0,0,1,0.14,0.2121,0.8,0.0,0
644,1,0,1,2,0,0,0,1,0.16,0.2273,0.8,0.0,0
645,1,0,1,3,0,0,0,1,0.14,0.2121,0.93,0.0,0
646,1,0,1,4,0,0,0,1,0.14,0.2121,0.93,0.0,0
647,1,0,1,5,0,0,0,1,0.14,0.2121,0.86,0.0,0
648,1,0,1,7,0,0,0,1,0.14,0.2121,0.86,0.0,0
649,1,0,1,8,0,0,0,2,0.14,0.2121,0.86,0.0,0
650,1,0,1,9,0,0,0,2,0.16,0.2273,0.8,0.0,0
651,1,0,1,10,0,0,0,2,0.18,0.2424,0.8,0.0,0
652,1,0,1,11,0,0,0,1,0.22,0.2727,0.75,0.0,0
653,1,0,1,12,0,0,0,1,0.3,0.3182,0.52,0.1045,0
654,1,0,1,13,0,0,0,1,0.28,0.2879,0.61,0.1045,0
655,1,0,1,14,0,0,0,1,0.28,0.303,0.61,0.0896,0
656,1,0,1,15,0,0,0,1,0.3,0.3333,0.56,0.0,0
657,1,0,1,16,0,0,0,1,0.3,0.3333,0.56,0.0,0
658,1,0,1,17,0,0,0,1,0.3,0.2879,0.56,0.194,0
659,1,0,1,18,0,0,0,1,0.26,0.2576,0.65,0.1642,0
660,1,0,1,19,0,0,0,1,0.26,0.2576,0.65,0.194,0
661,1,0,1,20,0,0,0,2,0.26,0.2727,0.65,0.1045,0
662,1,0,1,21,0,0,0,2,0.24,0.2424,0.7,0.1642,0
663,1,0,1,22,0,0,0,2,0.24,0.2273,0.7,0.194,0
664,1,0,1,23,0,0,0,2,0.24,0.2121,0.65,0.2836,0
665,1,0,1,0,0,1,1,2,0.24,0.2273,0.65,0.2239,0
666,1,0,1,1,0,1,1,1,0.22,0.2121,0.64,0.2537,0
667,1,0,1,2,0,1,1,1,0.22,0.2273,0.64,0.194,0
668,1,0,1,3,0,1,1,1,0.22,0.2273,0.64,0.194,0
669,1,0,1,4,0,1,1,1,0.2,0.197,0.59,0.2239,0
670,1,0,1,5,0,1,1,1,0.18,0.1667,0.64,0.2836,0
671,1,0,1,6,0,1,1,1,0.16,0.1364,0.69,0.3284,0
672,1,0,1,7,0,1,1,2,0.16,0.1364,0.64,0.2836,0
673,1,0,1,8,0,1,1,2,0.16,0.1364,0.59,0.2836,1
674,1,0,1,9,0,1,1,2,0.16,0.1364,0.59,0.2985,0
675,1,0,1,10,0,1,1,2,0.16,0.1515,0.59,0.194,0
676,1,0,1,11,0,1,1,2,0.16,0.1515,0.59,0.194,0
677,1,0,1,12,0,1,1,2,0.18,0.2121,0.55,0.1045,0
678,1,0,1,13,0,1,1,2,0.16,0.2273,0.59,0.0,0
679,1,0,1,14,0,1,1,2,0.18,0.197,0.55,0.1343,0
680,1,0,1,15,0,1,1,2,0.16,0.1818,0.59,0.1343,0
681,1,0,1,16,0,1,1,2,0.16,0.1818,0.56,0.194,0
682,1,0,1,17,0,1,1,2,0.16,0.1515,0.59,0.194,1
683,1,0,1,18,0,1,1,2,0.16,0.1515,0.55,0.2239,1
684,1,0,1,19,0,1,1,1,0.3,0.3182,0.61,0.1045,0
685,1,0,1,20,0,1,1,3,0.16,0.1667,0.59,0.1642,0
686,1,0,1,21,0,1,1,3,0.16,0.197,0.59,0.0896,0
687,1,0,1,22,0,1,1,2,0.16,0.1818,0.59,0.1045,0
688,1,0,1,23,0,1,1,2,0.16,0.197,0.64,0.0896,0
689,1,0,2,0,0,2,1,2,0.16,0.1818,0.64,0.1045,0
690,1,0,2,1,0,2,1,2,0.16,0.1818,0.69,0.1045,0
691,1,0,2,2,0,2,1,2,0.16,0.2273,0.69,0.0,0
692,1,0,2,3,0,2,1,2,0.16,0.2273,0.69,0.0,0
693,1,0,2,5,0,2,1,3,0.14,0.2121,0.93,0.0,0
694,1,0,2,6,0,2,1,3,0.14,0.2121,0.93,0.0,0
695,1,0,2,7,0,2,1,3,0.16,0.2273,0.93,0.0,0
696,1,0,2,8,0,2,1,3,0.16,0.2273,0.93,0.0,0
697,1,0,2,9,0,2,1,2,0.16,0.2273,0.93,0.0,0
698,1,0,2,10,0,2,1,2,0.16,0.2273,0.93,0.0,0
699,1,0,2,11,0,2,1,2,0.18,0.2424,0.86,0.0,0
700,1,0,2,12,0,2,1,2,0.2,0.2576,0.86,0.0,0
701,1,0,2,13,0,2,1,2,0.2,0.2576,0.86,0.0,0
702,1,0,2,14,0,2,1,2,0.22,0.2576,0.8,0.0896,0
703,1,0,2,15,0,2,1,2,0.24,0.2879,0.75,0.0,0
704,1,0,2,16,0,2,1,2,0.24,0.2424,0.75,0.1343,0
705,1,0,2,17,0,2,1,2,0.24,0.2879,0.75,0.0,1
706,1,0,2,18,0,2,1,2,0.24,0.2576,0.81,0.1045,1
707,1,0,2,19,0,2,1,2,0.24,0.2424,0.81,0.1343,0
708,1,0,2,20,0,2,1,2,0.22,0.2273,0.87,0.1343,0
709,1,0,2,21,0,2,1,2,0.22,0.2273,0.87,0.1343,0
710,1,0,2,22,0,2,1,2,0.22,0.2576,0.87,0.0896,0
711,1,0,2,23,0,2,1,3,0.2,0.197,0.93,0.194,0
712,1,0,2,0,0,3,1,3,0.22,0.2424,0.93,0.1045,0
713,1,0,2,1,0,3,1,3,0.22,0.2273,0.93,0.194,0
714,1,0,2,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0
715,1,0,2,3,0,3,1,3,0.22,0.2273,0.93,0.1343,0
716,1,0,2,4,0,3,1,3,0.22,0.2121,0.93,0.2836,0
717,1,0,2,5,0,3,1,3,0.22,0.2424,0.93,0.1045,0
718,1,0,2,6,0,3,1,3,0.22,0.2424,0.93,0.1045,0
719,1,0,2,7,0,3,1,3,0.22,0.2121,0.93,0.2239,0
720,1,0,2,8,0,3,1,3,0.22,0.2121,0.93,0.2239,1
721,1,0,2,9,0,3,1,2,0.24,0.2576,0.93,0.0896,0
722,1,0,2,10,0,3,1,2,0.22,0.2727,1.0,0.0,0
723,1,0,2,11,0,3,1,2,0.24,0.2273,0.93,0.194,0
724,1,0,2,12,0,3,1,2,0.24,0.2273,0.93,0.2239,0
725,1,0,2,13,0,3,1,1,0.34,0.3333,0.93,0.1642,0
726,1,0,2,14,0,3,1,1,0.38,0.3939,0.82,0.3881,0
727,1,0,2,15,0,3,1,1,0.38,0.3939,0.76,0.3284,0
728,1,0,2,16,0,3,1,1,0.36,0.3333,0.71,0.2985,0
729,1,0,2,17,0,3,1,1,0.36,0.3182,0.53,0.5224,1
730,1,0,2,18,0,3,1,1,0.34,0.2879,0.42,0.5522,1
731,1,0,2,19,0,3,1,1,0.28,0.2424,0.45,0.4925,0
732,1,0,2,20,0,3,1,1,0.24,0.197,0.48,0.5522,0
733,1,0,2,21,0,3,1,1,0.22,0.197,0.47,0.3284,0
734,1,0,2,22,0,3,1,1,0.22,0.2121,0.44,0.2537,0
735,1,0,2,23,0,3,1,1,0.2,0.1667,0.44,0.4478,0
736,1,0,2,0,0,4,1,1,0.2,0.1667,0.4,0.4478,0
737,1,0,2,1,0,4,1,1,0.2,0.1515,0.44,0.5224,0
738,1,0,2,2,0,4,1,1,0.18,0.1667,0.43,0.2537,0
